slug,name,roaster,rating,review_date
ethiopia-yirgacheffe-natural-idido-misty-valley,Ethiopia Yirgacheffe Natural Idido Misty Valley,Paradise Roasters,91,2005-10-01
colombia-la-carol,Colombia La Carol,Coffee Masters,87,2005-10-01
honduras-el-puente-2,Honduras El Puente,Intelligentsia Coffee,88,2005-10-01
honduras-el-puente,Honduras El Puente,Counter Culture Coffee Roasters,88,2005-10-01
nicaragua-las-termopilas-2,Nicaragua Las Termopilas,Intelligentsia Coffee,89,2005-10-01
bolivia-eusebio-marca,Bolivia Eusebio Marca,The Roasterie,89,2005-10-01
guatemala-finca-calahute-alto,Guatemala Finca Calahute Alto,Caffe Pronto Coffee Roastery,90,2005-10-01
nicaragua-las-termopilas,Nicaragua Las Termopilas,Terroir Select Coffees,90,2005-10-01
honduras-finca-el-mirador,Honduras Finca El Mirador,Stumptown Coffee Roasters,91,2005-10-01
panama-esmeralda-special,Panama Esmeralda Special,Caffe Pronto Coffee Roastery,91,2005-10-01
honduras-el-mirador,Honduras El Mirador,Terroir Select Coffees,91,2005-10-01
panama-esmeralda-especial,Panama Esmeralda Especial,Stumptown Coffee Roasters,92,2005-10-01
fair-trade-organic-peru,Fair Trade Organic Peru,Green Mountain Coffee,88,2005-09-01
ecco-reserve-espresso,Ecco Reserve Espresso,Ecco Caffe,90,2005-09-01
espresso-7,Espresso,Lighthouse Roasters,80,2005-09-01
espresso-paladino-2,Espresso Paladino,Zoka Coffee Roasters,82,2005-09-01
organic-espresso-n-italian-style-2,"Organic Espresso, N. Italian Style",Thanksgiving Coffee,86,2005-09-01
ambrosia-espresso,Ambrosia Espresso,Caffe Fresco,87,2005-09-01
custom-espresso,Custom Espresso,Left Bank Cafe,88,2005-09-01
indian-indonesian-espresso,Indian-Indonesian Espresso,Majik Coffee,89,2005-09-01
finesso-espresso,Finesso Espresso,Organic Planet Coffee & Tea,90,2005-09-01
hayes-valley-espresso,Hayes Valley Espresso,Blue Bottle Coffee,91,2005-09-01
espresso-temescal,Espresso Temescal,Blue Bottle Coffee,91,2005-09-01
peggy-sues-espresso,Peggy Sue’s Espresso,Fieldheads Coffee,92,2005-09-01
espresso-bella-luna,Espresso Bella Luna,The Supreme Bean,92,2005-09-01
daterra-reserve,Daterra Reserve,Ecco Caffe,93,2005-09-01
costa-rica-dota-tarrazu-shb-peaberry,Costa Rica Dota Tarrazu SHB Peaberry,Remy Sol Coffee,84,2005-08-01
costa-rica-organic,Costa Rica Organic,A&E Custom Coffee Roastery,85,2005-08-01
organic-fair-trade-costa-rica,Organic Fair-Trade Costa Rica,Batdorf & Bronson Coffee Roasters,87,2005-08-01
costa-rica-shb-central-valley-monte-crisol,"Costa Rica SHB, Central Valley Monte Crisol",Stone Cup Roasting,87,2005-08-01
organic-panama-boquete-casa-ruiz,Organic Panama Boquete Casa Ruiz,Flying Goat Coffee,88,2005-08-01
panama-don-pachi-estate-geisha,Panama Don Pachi Estate Geisha,Stumptown Coffee Roasters,90,2005-08-01
don-quijote-cafe-de-costa-rica,Don Quijote Cafe de Costa Rica,The Roasterie,90,2005-08-01
best-of-panama-cafe-kotowa,Best of Panama Cafe Kotowa,Paradise Roasters,91,2005-08-01
panama-esmeralda-special-2005,"Panama Esmeralda Special, 2005",The Roasterie,92,2005-08-01
chicago-blues-blend,Chicago Blues Blend,Superior Coffee,84,2005-07-01
ethiopia-yirgacheffe-11,Ethiopia Yirgacheffe,Ancora Coffee Roasters,85,2005-07-01
hawaiian-islands-blend,Hawaiian Islands Blend,Papa Nicholas Coffee,86,2005-07-01
colombian-supremo-4,Colombian Supremo,Superior Coffee,88,2005-07-01
breakfast-blend-9,Breakfast Blend,Steep & Brew,88,2005-07-01
kenya-aa-14,Kenya AA,Coffee Masters,89,2005-07-01
kona-blend,Kona Blend,Steep & Brew,89,2005-07-01
breakfast-blend-8,Breakfast Blend,Coffee Masters,90,2005-07-01
new-guinea,New Guinea,Intelligentsia Coffee,91,2005-07-01
kenya-4,Kenya,Intelligentsia Coffee,92,2005-07-01
mocha-java-blend-3,Mocha Java Blend,Papa Nicholas Coffee,92,2005-07-01
rwanda-a-gikongoro-bufcafe-2,"Rwanda A, Gikongoro Bufcafe",Ancora Coffee Roasters,93,2005-07-01
kenya-aa-nyeri-fine-cup,Kenya AA Nyeri Fine Cup,Ancora Coffee Roasters,94,2005-07-01
espresso-milano,Espresso Milano,Orleans Coffee Exchange,92,2005-06-01
fair-trade-mexican-decaf,Fair-Trade Mexican Decaf,Higher Grounds Trading Company,84,2005-06-01
midnight-obsession,Midnight Obsession,Daybreak Coffee Roasters,85,2005-06-01
indonesia-malacca-straights-pure-water-decaf,Indonesia Malacca Straights Pure Water Decaf,Allegro Coffee,85,2005-06-01
decaf-librarians-blend,Decaf Librarian’s Blend,Intelligentsia Coffee,87,2005-06-01
decaf-organic-peru-chanchamayo,Decaf Organic Peru Chanchamayo,Counter Culture Coffee Roasters,88,2005-06-01
organic-fair-trade-decaf-mexico,Organic Fair-Trade Decaf Mexico,Flying Goat Coffee,88,2005-06-01
colombia-dark-roast-decaf-2,Colombia Dark Roast Decaf,CC's Coffee,89,2005-06-01
decaf-colombia-supremo-pitalito-estate,Decaf Colombia Supremo Pitalito Estate,The Roasterie,90,2005-06-01
decaffeinated-colombian-2,Decaffeinated Colombian,Don Francisco's Coffee,91,2005-06-01
finca-buenos-aires-medium-roast-decaffeinated,Finca Buenos Aires Medium Roast Decaffeinated,Cafe Sunrise,84,2005-05-01
finca-buenos-aires-medium-roast,Finca Buenos Aires Medium Roast,Cafe Sunrise,84,2005-05-01
wake-up-healthy-asian-ginseng-infused-decaf,Wake Up Healthy Asian Ginseng-Infused Decaf,Caffe Botanica,84,2005-05-01
gourmet-low-acid-coffee,Gourmet Low Acid Coffee,Hevla Coffee Company,85,2005-05-01
wake-up-healthy-echinacea-infused-coffee-beans,Wake-Up Healthy Echinacea-Infused Coffee Beans,Caffe Botanica,86,2005-05-01
organic-sumatran-reserve-4,Organic Sumatran Reserve,Green Mountain Coffee,88,2005-05-01
brazilian-prima-qualita,Brazilian Prima Qualita,Gridge's Coffee & Roasting,85,2005-04-01
brazil-cerrado-capim-branco,Brazil Cerrado Capim Branco,Martinez Fine Coffees,87,2005-04-01
brazil-vivenda-das-aguas,Brazil Vivenda das Aguas,Hunter Bay Coffee Roasters,87,2005-04-01
brazil-3,Brazil,Alakef Coffee Roasters,87,2005-04-01
brazil-araucaria,Brazil Araucaria,Hunter Bay Coffee Roasters,88,2005-04-01
brazil-cerrado-light-roast,Brazil Cerrado Light Roast,Iron Brew Coffee,91,2005-04-01
organic-brazil,Organic Brazil,Allegro Coffee,91,2005-04-01
brazil-yellow-bourbon,Brazil Yellow Bourbon,Paradise Roasters,92,2005-04-01
marcafe-crema-bar-espresso,Marcafe Crema Bar Espresso,Tastes of the World,87,2005-03-01
organic-espresso-sierra,Organic Espresso Sierra,Allegro Coffee,82,2005-03-01
fellowship-of-the-bean-espresso,Fellowship of the Bean Espresso,Kaldi's Best Sustainable Coffees,84,2005-03-01
organic-occidental-decaf-espresso,Organic Occidental Decaf Espresso,Taylor Maid Farms,85,2005-03-01
piccolo-mondo-espresso-blend,Piccolo Mondo Espresso Blend,Gimme! Coffee,85,2005-03-01
sweet-spot-espresso-blend,Sweet Spot Espresso Blend,Kaldi's Best Sustainable Coffees,87,2005-03-01
hi-octane-organic-espresso,Hi-Octane Organic Espresso,D&M Coffee,87,2005-03-01
bossa-nova-espresso,Bossa Nova Espresso,Barefoot Coffee Roasters,88,2005-03-01
organic-shade-grown-espresso-occidental,Organic Shade-Grown Espresso Occidental,Taylor Maid Farms,89,2005-03-01
northern-italian-roast-organic,Northern Italian Roast Organic,Ecco Caffe,89,2005-03-01
organic-decaf-espresso,Organic Decaf Espresso,The Supreme Bean,92,2005-03-01
organic-espresso-n-italian-style,"Organic Espresso, N. Italian Style",Thanksgiving Coffee,93,2005-03-01
organic-fair-trade-espresso,Organic Fair Trade Espresso,The Roasterie,93,2005-03-01
esmeralda-special-panama,Esmeralda Special Panama,The Roasterie,93,2005-02-01
espresso-nuevo,Espresso Nuevo,Paradise Roasters,92,2005-02-01
zimbabwe,Zimbabwe,The Sensuous Bean,83,2005-02-01
kilimanjaro-peaberry-full-city,"Kilimanjaro Peaberry, Full City",Caffe Fresco,86,2005-02-01
bantu-blend,Bantu Blend,Diedrich Coffee,87,2005-02-01
tanzania,Tanzania,Joe's Coffee House,87,2005-02-01
zambia-aa-plus-lupili-estate,"Zambia AA Plus, Lupili Estate",Kaffe Magnum Opus,88,2005-02-01
zimbabwe-aa,Zimbabwe AA,Green Mountain Coffee,89,2005-02-01
rwanda-gorilla-blend,Rwanda Gorilla Blend,Thanksgiving Coffee,90,2005-02-01
tanzania-peaberry-3,Tanzania Peaberry,Green Mountain Coffee,91,2005-02-01
rwanda-2,Rwanda,Stumptown Coffee Roasters,91,2005-02-01
tanzania-peaberry-2,Tanzania Peaberry,Don Francisco's Coffee,93,2005-02-01
cafe-quindio-gourmet-colombian,Cafe Quindio Gourmet Colombian,Colombian Gourmet Products,91,2005-01-01
la-mattina-sumatra,La Mattina Sumatra,Pioneer Coffee Roasting,83,2005-01-01
decaf-sumatra-4,Decaf Sumatra,Starbucks Coffee,84,2005-01-01
sumatra-11,Sumatra,Starbucks Coffee,85,2005-01-01
sumatra-10,Sumatra,Peet's Coffee & Tea,87,2005-01-01
organic-fair-trade-sumatra-french-roast,Organic Fair-Trade Sumatra French Roast,Coffee Tea Etc.,87,2005-01-01
organic-fair-trade-sumatra-gayoland-2,Organic Fair-Trade Sumatra Gayoland,Kaldi's Best Sustainable Coffees,87,2005-01-01
sulawesi-3,Sulawesi,Dazbog Coffee,88,2005-01-01
sumatra-mandheling-light-roast,Sumatra Mandheling Light Roast,First Colony Coffee & Teas,88,2005-01-01
sumatra-mandheling-grade-1,Sumatra Mandheling Grade 1,Stumptown Coffee Roasters,89,2005-01-01
sumatra-9,Sumatra,Quartermaine Coffee Roasters,90,2005-01-01
sumatra-mandheling-17,Sumatra Mandheling,Terroir Select Coffees,92,2005-01-01
espresso-a-k-a-silver-beans,Espresso – a.k.a. Silver Beans,San Giorgio Coffee Company,87,2004-12-01
breakfast-blend-7,Breakfast Blend,Green Mountain Coffee,92,2004-12-01
vermont-country-blend-2,Vermont Country Blend,Green Mountain Coffee,92,2004-12-01
kona-mountain-estate-3,Kona Mountain Estate,Green Mountain Coffee,86,2004-12-01
el-salvador-santa-leticia,El Salvador Santa Leticia,Caravan Coffee,87,2004-12-01
organic-cafe-peru,Organic Cafe Peru,Equal Exchange,87,2004-12-01
brazil-fazenda-cachoeira,Brazil Fazenda Cachoeira,Stone Cup Roasting,87,2004-12-01
colombia-la-vereda-2,Colombia La Vereda,Bucks County Coffee,87,2004-12-01
organic-mexican-la-trinidad,Organic Mexican La Trinidad,Allegro Coffee,88,2004-12-01
guatemala-el-cuervo,Guatemala El Cuervo,Intelligentsia Coffee,89,2004-12-01
brazil-fazenda-lagoa-estates,Brazil Fazenda Lagoa Estates,The Roasterie,90,2004-12-01
colombia-supremo-pitalito-estate,Colombia Supremo Pitalito Estate,The Roasterie,90,2004-12-01
colombia-toledo-labateca,Colombia Toledo Labateca,CC's Coffee,90,2004-12-01
nicaragua-hacienda-santa-clotilde,Nicaragua Hacienda Santa Clotilde,Origins Coffee Roasterie,82,2004-11-01
honduras-tutule-la-sociedad,Honduras Tutule La Sociedad,Counter Culture Coffee Roasters,87,2004-11-01
nicaragua-buena-vista,Nicaragua Buena Vista,Timothy's World Coffee,88,2004-11-01
el-salvador-los-naranjos,El Salvador Los Naranjos,Origins Coffee Roasterie,90,2004-11-01
cup-of-excellence-el-salvador-brasil,Cup of Excellence El Salvador Brasil,Coffee Masters,90,2004-11-01
nicaragua-los-delirios,Nicaragua Los Delirios,Intelligentsia Coffee,91,2004-11-01
el-salvador-las-nubitas-2,El Salvador Las Nubitas,Intelligentsia Coffee,92,2004-11-01
el-salvador-las-nubitas,El Salvador Las Nubitas,Stumptown Coffee Roasters,92,2004-11-01
la-corona-blend,La Corona Blend,Intelligentsia Coffee,92,2004-11-01
nicaragua-madriz-jose-alfredo-zeledon-cooperative,Nicaragua Madriz Jose Alfredo Zeledon Cooperative,Terroir Select Coffees,93,2004-11-01
el-salvador-montecarlos-peaberry,El Salvador Montecarlos Peaberry,Stumptown Coffee Roasters,94,2004-11-01
el-salvador-montecarlos-tablon-crater,El Salvador Montecarlos Tablon Crater,Intelligentsia Coffee,94,2004-11-01
kenya-aa-2004-crop,"Kenya AA, 2004 Crop",Bucks County Coffee,93,2004-10-01
papua-new-guinea-4,Papua New Guinea,Moore Coffee,91,2004-10-01
tanzania-peaberry,Tanzania Peaberry,Green Mountain Coffee,88,2004-10-01
kenya-muthiani,Kenya Muthiani,Coffee Emergency,89,2004-10-01
ethiopia-sidamo-organic,Ethiopia Sidamo Organic,Thanksgiving Coffee,88,2004-10-01
kenya-kii-cooperative,Kenya Kii Cooperative,Flying Goat Coffee,89,2004-10-01
organic-ethiopia-yirgacheffe,Organic Ethiopia Yirgacheffe,Cafe Campesino,90,2004-10-01
kenya-gaaki-central,Kenya Gaaki Central,Intelligentsia Coffee Roasters,90,2004-10-01
ethiopian-2,Ethiopian,Surf City Coffee,91,2004-10-01
kenya-peaberry,Kenya Peaberry,Flying Goat Coffee,90,2004-10-01
ethiopia-yirgacheffe-9,Ethiopia Yirgacheffe,Intelligentsia Coffee Roasters,90,2004-10-01
ethiopia-yirgacheffe-8,Ethiopia Yirgacheffe,The Supreme Bean,91,2004-10-01
greenwich-blue-100-jamaica-blue-mountain,Greenwich Blue 100% Jamaica Blue Mountain,Greenwich Mountain Estate,86,2004-09-01
organic-fair-trade-sumatra,Organic Fair Trade Sumatra,Stone Creek Coffee,86,2004-09-01
organic-fair-trade-mexico-pluma-hidalgo,Organic Fair Trade Mexico Pluma Hidalgo,Counter Culture Coffee,86,2004-09-01
organic-fair-trade-ethiopian-yirgacheffe-2,Organic Fair Trade Ethiopian Yirgacheffe,The Roasterie,86,2004-09-01
fair-trade-blend,Fair Trade Blend,Peet's Coffee & Tea,87,2004-09-01
organic-fair-trade-ethiopian-arabian-nights,Organic Fair Trade Ethiopian Arabian Nights,Caffe Ibis,87,2004-09-01
organic-fair-trade-ethiopian-harrar,Organic Fair Trade Ethiopian Harrar,Flying Goat Coffee,88,2004-09-01
organic-fair-trade-sumatra-gayoland,Organic Fair Trade Sumatra Gayoland,Capricorn Coffees,88,2004-09-01
organic-fair-trade-ethiopian-yirgacheffe,Organic Fair Trade Ethiopian Yirgacheffe,Green Mountain Coffee,88,2004-09-01
organic-fair-trade-national-wildlife-decaf,Organic Fair-Trade National Wildlife Decaf,Green Mountain Coffee,90,2004-09-01
daterra-farm-espresso-north-italian-style,Daterra Farm Espresso: North Italian Style,Terroir Coffee,92,2004-08-01
ethiopia-yirgacheffe-grade-2,"Ethiopia Yirgacheffe, Grade 2",Moore Coffee,90,2004-08-01
thiriku-cooperative-kenya-aa-nyeri,Thiriku Cooperative Kenya AA Nyeri,Terroir Coffee,92,2004-08-01
java-estate-peaberry,Java Estate Peaberry,Moore Coffee,90,2004-08-01
organicfair-trade-nicaragua-segovia,Organic/Fair Trade Nicaragua Segovia,New Harvest Coffee Roasters,86,2004-08-01
nicaragua-bourbon,Nicaragua Bourbon,Jesus Mountain Estate,87,2004-08-01
nicaragua-15-de-septiembre-organic,Nicaragua 15 de Septiembre Organic,Flying Goat Coffee,87,2004-08-01
nicaragua-shg-guayacan,Nicaragua SHG Guayacan,Our Coffee Barn,87,2004-08-01
santa-fe-plantation-nicargua-maderas,Santa Fe Plantation Nicargua Maderas,The Gourmet Coffee Bean,87,2004-08-01
nicaragua-el-rosario-cup-of-excellence,Nicaragua El Rosario (Cup of Excellence),The Roasterie,87,2004-08-01
organicfair-trade-nicaragua,Organic/Fair Trade Nicaragua,A&E Roastery,88,2004-08-01
nicaragua-matagalpa-organic-fair-trade,Nicaragua Matagalpa Organic Fair-Trade,Kaffe Magnum Opus,91,2004-08-01
nicaragua-maragogipe-organic,Nicaragua Maragogipe Organic,Thanksgiving Coffee,94,2004-08-01
mysore-mystic,Mysore Mystic,Josuma Coffee,87,2004-07-01
monsoon-mist,Monsoon Mist,Finca Specialty Coffee,87,2004-07-01
india-jumboor-estate-plantation-a,India Jumboor Estate Plantation A,CoffeeMaria,89,2004-07-01
india-mysore-nuggets,India Mysore Nuggets,CoffeeMaria,92,2004-07-01
indian-mysore-nuggets,Indian Mysore Nuggets,Paradise Roasters,90,2004-07-01
espresso-ticino-2,Espresso Ticino,Flying Goat Coffee,92,2004-06-01
hi-octane,Hi-Octane,D&M Coffee,84,2004-06-01
sexpresso,Sexpresso,Baby's Coffee,87,2004-06-01
espresso-dolce-2,Espresso Dolce,Vivace Espresso,88,2004-06-01
espresso-abruzzo,Espresso Abruzzo,The Supreme Bean,88,2004-06-01
espresso-5,Espresso,Coffeeboy,88,2004-06-01
espresso-4,Espresso,Neighbors Coffee,89,2004-06-01
espresso-del-norte,Espresso del Norte,The Supreme Bean,89,2004-06-01
platinum-blond-espresso,Platinum Blond Espresso,Gimme! Coffee,90,2004-06-01
vitos-espresso-blend,Vito’s Espresso Blend,Doma Coffee Roasting Company,90,2004-06-01
rubys-organic-espresso,Ruby’s Organic Espresso,Doma Coffee Roasting Company,90,2004-06-01
fellowship-of-the-bean-organic-espresso,Fellowship of the Bean Organic Espresso,Kaldi's Best Sustainable Coffees,91,2004-06-01
espresso-classico,Espresso Classico,Paradise Roasters,93,2004-06-01
ethiopia-yirgacheffe-7,Ethiopia Yirgacheffe,Bucks County Coffee,93,2004-05-01
sumatra-8,Sumatra,Bucks County Coffee,77,2004-05-01
breakfast-blend-6,Breakfast Blend,Starbucks Coffee,78,2004-05-01
original-blend-4,Original Blend,Dunkin' Donuts,79,2004-05-01
traditional-roast-2,Traditional Roast,Gevalia Kaffe,85,2004-05-01
plantation-blend,Plantation Blend,CC's Coffee,85,2004-05-01
cafe-blend,Cafe Blend,Dunkin' Donuts,86,2004-05-01
african-classic,African Classic,O'Henry's Coffees,87,2004-05-01
organic-shade-grown-sumatra,Organic Shade-Grown Sumatra,Hunter Bay Coffee Roasters,87,2004-05-01
guatemala-antigua-4,Guatemala Antigua,Kaldi's Coffee Roasting,87,2004-05-01
guatemala-atitlan-3,Guatemala Atitlan,Caribou Coffee,88,2004-05-01
colombian-vintage-la-cacica,Colombian Vintage La Cacica,Allegro Coffee,88,2004-05-01
rainforest-blend,Rainforest Blend,Caribou Coffee,88,2004-05-01
costa-rica-6,Costa Rica,Salt Lake Roasting,88,2004-05-01
windsor-court-blend,Windsor Court Blend,Orleans Coffee Exchange,90,2004-05-01
kona-extra-fancy,Kona Extra Fancy,Bay View Farm,92,2004-05-01
nicaragua-organic-el-jaguar,"Nicaragua Organic, El Jaguar",Allegro Coffee,90,2004-05-01
kenya-aa-2003-crop,"Kenya AA, 2003 Crop",Bucks County Coffee,95,2004-05-01
colombian-supremo-popayan-3,Colombian Supremo Popayan,Green Mountain Coffee,92,2004-04-01
roys-blend,Roy’s Blend,Honolulu Coffee,82,2004-04-01
trotters-blend,Trotter’s Blend,Intelligentsia Coffee Roasters,88,2004-04-01
spring-blend,Spring Blend,Intelligentsia Coffee Roasters,88,2004-04-01
vienna-roast-2,Vienna Roast,Wolfgang Puck Coffee,88,2004-04-01
40-sardines-blend,40 Sardines Blend,The Roasterie,88,2004-04-01
kona-fancy-medium-dark,Kona Fancy Medium-Dark,McClure Farms,88,2004-04-01
deluxe-house-blend,Deluxe House Blend,T.M. Ward Coffee,90,2004-04-01
kenya-aa-13,Kenya AA,Green Mountain Coffee,94,2004-04-01
el-salvador-5,El Salvador,Moore Coffee,92,2004-03-01
organic-papua-new-guinea-2,Organic Papua New Guinea,The Supreme Bean,90,2004-03-01
organic-andes-gold-peru,Organic Andes Gold Peru,Moore Coffee,81,2004-03-01
organic-peru-la-florida-2,Organic Peru “La Florida”,Supreme Bean Coffee Roasters,85,2004-03-01
organic-peruvian-rainforest,Organic Peruvian Rainforest,Caffe Ibis,85,2004-03-01
caf-inkaico-del-peru,Café Inkaico del Peru,Caffe Lusso Coffee Roasters,86,2004-03-01
rwanda-a-karaba-iakaka,"Rwanda A, Karaba Iakaka",Ancora Coffee Roasters,88,2004-03-01
rwanda-a-gikongoro-bufcafe,"Rwanda A, Gikongoro Bufcafe",Ancora Coffee Roasters,90,2004-03-01
ecuador-fair-trade-organic,Ecuador Fair-Trade Organic,Moore Coffee,88,2004-03-01
bolivia-organic,Bolivia Organic,Flying Goat Coffee,89,2004-03-01
caffe-portofino,Caffe Portofino,Cravens Coffee,81,2004-02-01
northwest-espresso,Northwest Espresso,Millstone Coffee,82,2004-02-01
el-presidente-organic-espresso,El Presidente Organic Espresso,Zeitgeist Coffee,82,2004-02-01
perugia-blend-3,Perugia Blend,Torrefazione Italia,84,2004-02-01
espresso-blend-6,Espresso Blend,Starbucks Coffee,84,2004-02-01
trieste,Trieste,Portland Roasting,85,2004-02-01
parioli,Parioli,Caffe D'Arte,85,2004-02-01
hair-bender,Hair Bender,Stumptown Coffee Roasters,85,2004-02-01
espresso-roast-2,Espresso Roast,Tully's Coffee,87,2004-02-01
espresso-vita-2,Espresso Vita,Espresso Vivace,89,2004-02-01
espresso-paladino,Espresso Paladino,Zoka Coffee Roasters,90,2004-02-01
caffe-del-sol,Caffe del Sol,Caffe Vita Coffee Roasting,90,2004-02-01
organic-sumatra-4,Organic Sumatra,Starbucks Coffee,80,2004-02-01
ethiopia-mocha-harrar,Ethiopia Mocha Harrar,Longbottom Coffee and Tea,83,2004-02-01
regular,Regular,Caffe Ladro,84,2004-02-01
guatemala-antigua-finca-el-valle,Guatemala Antigua Finca El Valle,Batdorf & Bronson Coffee Roasters,85,2004-02-01
jungle-java,Jungle Java,World Cup Roasters,85,2004-02-01
bridgetown-blend-2,Bridgetown Blend,Bridgetown Coffee,86,2004-02-01
world-cup-blend,World Cup Blend,World Cup Roasters,86,2004-02-01
organic-guatemala,Organic Guatemala,Starbucks Coffee,87,2004-02-01
mt-hood-blend,Mt. Hood Blend,Hood River Coffee,88,2004-02-01
rip-city-blend,Rip City Blend,Boyds Coffee,88,2004-02-01
panama,Panama,Stumptown Coffee Roasters,89,2004-02-01
house-blend-8,House Blend,Stumptown Coffee Roasters,90,2004-02-01
serena-organic-blend,Serena Organic Blend,Starbucks Coffee,90,2004-02-01
ethiopia-harrar-2,Ethiopia Harrar,Hood River Coffee,91,2004-02-01
kenya-kilimanjaro-k-cup,Kenya Kilimanjaro (K-Cup),Van Houtte Cafe,78,2004-01-01
sumatra-k-cup,Sumatra (K-Cup),Diedrich Coffee,78,2004-01-01
a-cafe-kind-of-day-colombian-pod,A Cafe Kind of Day Colombian (pod),Melitta,79,2004-01-01
italian-blend-k-cup,Italian Blend (K-Cup),Timothy's World Coffee,80,2004-01-01
sidamo-gold-filterpack,Sidamo Gold (filterpack),Flavia Beverage Systems,80,2004-01-01
breakfast-blend-k-cup,Breakfast Blend (K-Cup),Green Mountain Coffee,81,2004-01-01
love-at-first-sip-pod,Love at First Sip (pod),Melitta,81,2004-01-01
costa-rica-filterpack,Costa Rica (filterpack),Flavia Beverage Systems,82,2004-01-01
dark-magic-k-cup,Dark Magic (K-Cup),Green Mountain Coffee,83,2004-01-01
house-blend-filterpack,House Blend (filterpack),Flavia Beverage Systems,83,2004-01-01
decaffeinated-k-cup,Decaffeinated (K-Cup),Van Houtte Cafe,85,2004-01-01
our-blend-k-cup,Our Blend (K-Cup),Green Mountain Coffee,85,2004-01-01
colombia-k-cup,Colombia (K-Cup),Diedrich Coffee,85,2004-01-01
french-roast-k-cup,French Roast (K-Cup),Van Houtte Cafe,85,2004-01-01
colombian-supremo-k-cup,Colombian Supremo (K-Cup),Green Mountain Coffee,87,2004-01-01
colombian-la-vereda-k-cup,Colombian La Vereda (K-Cup),Timothy's World Coffee,90,2004-01-01
papua-new-guinea-3,Papua New Guinea,Rosalie's Roast,87,2003-12-01
nakatosh-special-dark-roast,Nakatosh Special Dark Roast,Natchitoches Coffee Company,86,2003-12-01
organic-timor-maubesse,Organic Timor Maubesse,New Harvest Coffee Roasters,87,2003-12-01
sumatra-balige-estate,Sumatra – Balige Estate,Kaffe Magnum Opus,88,2003-12-01
indonesian-kalossi-2,Indonesian Kalossi,The Roasterie,89,2003-12-01
celebration-caffe-4,Celebration Caffe,Allegro Coffee,89,2003-12-01
timor-maubesse-organic-2,Timor Maubesse Organic,The Supreme Bean,90,2003-12-01
papua-new-guinea-nadam-estate,Papua New Guinea – Nadam Estate,The Roasterie,92,2003-12-01
papua-new-guinea-peaberry,Papua New Guinea Peaberry,Moore Coffee,93,2003-12-01
papua-new-guinea-2,Papua New Guinea,California Coffee Roasters,89,2003-12-01
north-pole-blend-2,North Pole Blend,North Pole Coffee Roasting,85,2003-11-01
special-reserve-harvest-2003,"Special Reserve, Harvest 2003",Starbucks Coffee,86,2003-11-01
kona-private-reserve-roast,Kona Private Reserve Roast,Kona Premium Coffee,86,2003-11-01
estate-premium-peaberry,Estate Premium Peaberry,Old Tavern Estate,87,2003-11-01
kona-mountain-estate-2,Kona Mountain Estate,Green Mountain Coffee,87,2003-11-01
jamaica-blue-mountain-1,Jamaica Blue Mountain #1,Old Tavern Estate,88,2003-11-01
joyful-season-fair-trade-organic,Joyful Season Fair-Trade Organic,Green Mountain Coffee,88,2003-11-01
el-salvador-los-inmortales,El Salvador Los Inmortales,Intelligentsia Coffee Roasters,89,2003-11-01
costa-rican-la-minita-estate,Costa Rican La Minita Estate,Kaffe Magnum Opus,90,2003-11-01
kenya-3,Kenya,Intelligentsia Coffee Roasters,94,2003-11-01
tanzanian-peaberry-3,Tanzanian Peaberry,Humboldt Bay Coffee,86,2003-10-01
tanzanian-peaberry-2,Tanzanian Peaberry,Neighbors Coffee,87,2003-10-01
tanzanian-peaberry,Tanzanian Peaberry,California Coffee Roasters,88,2003-10-01
guatemala-lago-atitlan,Guatemala Lago Atitlan,White Horse Coffee & Tea,85,2003-09-01
guatemala-huehuetenango-2,Guatemala Huehuetenango,White Horse Coffee & Tea,85,2003-09-01
guatemalan-finca-dos-marias,Guatemalan Finca Dos Marias,Green Mountain Coffee,85,2003-09-01
guatemala-fraijanes-el-cuervo,Guatemala Fraijanes El Cuervo,Intelligentsia Coffee Roasters,86,2003-09-01
guatemalan-huehuetenango,Guatemalan Huehuetenango,Neighbors Coffee,87,2003-09-01
organic-guatemalan-huehuetenango,Organic Guatemalan Huehuetenango,New Harvest Coffee Roasters,87,2003-09-01
organic-guatemalan-santiago-atitlan,Organic Guatemalan Santiago Atitlan,Kaffe Magnum Opus,87,2003-09-01
organic-fair-trade-huehuetenango,Organic Fair Trade Huehuetenango,Santa Cruz Coffee Roasting,87,2003-09-01
guatemala-atitlan-estate,Guatemala Atitlan Estate,PT's Coffee Roasting Co.,87,2003-09-01
guatemala-huehuetenango,Guatemala Huehuetenango,Supreme Bean Coffee Roasters,88,2003-09-01
organic-guatemalan-swp-decaf,Organic Guatemalan SWP Decaf,Kaffe Magnum Opus,90,2003-09-01
guatemala,Guatemala,Torreo Coffee,90,2003-09-01
rey-espresso,Rey Espresso,Cafe Rey,80,2003-08-01
astro-cafe,Astro Cafe,Astro Cafe,81,2003-08-01
classic-espresso,Classic Espresso,New Harvest Coffee Roasters,82,2003-08-01
papua-new-guinea,Papua New Guinea,Quartermaine Coffee Roasters,85,2003-08-01
india-viennese-roast,India Viennese Roast,Old City Coffee,85,2003-08-01
organic-french-roast-mexico,Organic French Roast (Mexico),Batdorf & Bronson Coffee Roasters,87,2003-08-01
