slug,name,roaster,rating,review_date
honduras-benjamin-miranda,Honduras Benjamin Miranda,Coava Coffee Roasters,91,2010-12-01
honduras-benjamin-miranda-espresso,Honduras Benjamin Miranda Espresso,Coava Coffee Roasters,92,2010-12-01
honduras-david-mancia-espresso,Honduras David Mancia Espresso,Coava Coffee Roasters,91,2010-12-01
hawaii-isla-kona-mauka,Hawaii Isla Kona Mauka,PT's Coffee Roasting Co.,94,2010-12-01
ethiopia-nekisse-espresso,Ethiopia Nekisse Espresso,Coffea Roasterie,94,2010-12-01
resiprocate-espresso-toscano-fair-tradeorganic,Resiprocate Espresso Toscano Fair Trade/Organic,Canterbury Coffee,90,2010-12-01
panama-mama-cata-geisha,Panama Mama Cata Geisha,Paradise Roasters,95,2010-12-01
kona-blend-2,Kona Blend,Paradise Roasters,92,2010-12-01
el-salvador-pacamara-finca-los-alpes-the-bank,El Salvador Pacamara Finca Los Alpes The Bank,JBC Coffee Roasters,94,2010-12-01
el-salvador-yellow-bourbon-finca-los-alpes-el-amarillo,El Salvador Yellow Bourbon Finca Los Alpes El Amarillo,JBC Coffee Roasters,93,2010-12-01
el-salvador-bourbon-finca-los-alpes-la-punta,El Salvador Bourbon Finca Los Alpes La Punta,JBC Coffee Roasters,92,2010-12-01
barista-prima-coffeehouse-colombia-k-cup,Barista Prima Coffeehouse Colombia (K-Cup),Green Mountain Coffee,90,2010-12-01
barista-prima-coffeehouse-house-blend-k-cup,Barista Prima Coffeehouse House Blend (K-Cup),Green Mountain Coffee,88,2010-12-01
honduras-el-pinabetal,Honduras El Pinabetal,Carrboro Coffee Roasters,89,2010-12-01
el-salvador-finca-los-planes-lote-la-lagunita,El Salvador Finca Los Planes Lote La Lagunita,Cartel Coffee Lab,88,2010-12-01
costa-rican-calle-de-copey,Costa Rican Calle de Copey,Fratello Coffee Roasters,89,2010-12-01
bolivian-caf-central,Bolivian Café Central,Fratello Coffee Roasters,90,2010-12-01
bolivia-flor-rosa-coe-29,Bolivia Flor Rosa COE 29,Barefoot Coffee Roasters,90,2010-12-01
el-salvador-san-isidro-2,El Salvador San Isidro,Green Mountain Coffee,90,2010-12-01
el-salvador-la-pinera,El Salvador La Pinera,Java Blend Coffee Roasters,91,2010-12-01
honduras-fernandez-farm,Honduras Fernandez Farm,Café Grumpy,94,2010-12-01
resiprocate-verita-espresso,Resiprocate Verita Espresso,Canterbury Coffee,94,2010-12-01
premio-ditalia-espresso-milano,Premio d’Italia Espresso Milano,Canterbury Coffee,89,2010-12-01
espresso-dolci,Espresso Dolci,Superba Coffee,92,2010-12-01
kenya-aa-igandene-estate,Kenya AA Igandene Estate,Lexington Coffee Roasters,93,2010-11-01
kenya-7,Kenya,Caribou Coffee,93,2010-11-01
guatemala-el-paraiso,Guatemala El Paraiso,Caribou Coffee,92,2010-11-01
el-salvador-santa-sofia-peaberry-espresso,El Salvador Santa Sofia Peaberry Espresso,Coava Coffee Roasters,92,2010-11-01
la-minita-peaberry-2,La Minita Peaberry,Caribou Coffee,92,2010-11-01
costa-rica-sombra-del-poro,Costa Rica Sombra Del Poro,Caribou Coffee,91,2010-11-01
don-roberto-espresso-reserve,Don Roberto Espresso Reserve,PT's Coffee Roasting Co.,90,2010-11-01
el-salvador-santa-sofia-peaberry,El Salvador Santa Sofia Peaberry,Coava Coffee Roasters,90,2010-11-01
espresso-13,Espresso,Caribou Coffee,89,2010-11-01
espresso-blue-label,Espresso Blue Label,Java D'Oro,90,2010-11-01
single-origin-decaf,Single Origin Decaf,Doi Chaang Coffee,90,2010-11-01
peaberry-medium-roast,Peaberry Medium Roast,Bluekoff Company,93,2010-11-01
doi-chaang-lisumi-single-origin,Doi Chaang Lisumi Single Origin,P&F Coffee,92,2010-11-01
splendid-espresso-blend-2,Splendid Espresso Blend,P&F Coffee,90,2010-11-01
colombia-huila-2,Colombia Huila,White Coffee,90,2010-11-01
bluekoff-medium-roast-2,Bluekoff Medium Roast,Bluekoff Company,90,2010-11-01
don-reys-natural-prep-bourbon,Don Rey’s Natural Prep Bourbon,Las Chicas Del Café,89,2010-11-01
la-pira-costa-rica-geisha-natural,La Pira Costa Rica Geisha Natural,The Roasterie,90,2010-11-01
el-salvador-santa-rita-bourbon-natural,El Salvador Santa Rita Bourbon Natural,Barrington Coffee Roasting Co.,91,2010-11-01
hawaii-kau-rustys-natural-yellow-caturra,Hawaii Ka’u Rusty’s Natural Yellow Caturra,Simon Hsieh's Aroma Roast Coffees,92,2010-11-01
ethiopia-sidamo-guji,Ethiopia Sidamo Guji,Lexington Coffee Roasters,92,2010-11-01
fto-ethiopian-gedeo-worka-natural,FTO Ethiopian Gedeo Worka Natural,Klatch Coffee,92,2010-11-01
organic-ethiopian-sidamo,Organic Ethiopian Sidamo,The WestBean Coffee Roasters,92,2010-11-01
ethiopia-sidamo-natural,Ethiopia Sidamo Natural,Te Aro Roasted,92,2010-11-01
hawaii-kona-natural-maragogipe,Hawaii Kona Natural Maragogipe,Paradise Roasters,93,2010-11-01
panama-elida-estate-natural-3,Panama Elida Estate Natural,PT's Coffee Roasting Co.,93,2010-11-01
ethiopia-michicha-guji-sidama,Ethiopia Michicha Guji Sidama,Coffea Roasterie,93,2010-11-01
kau-coffee-natural-dried,Ka’u Coffee Natural Dried,Rusty's Hawaiian Coffee,95,2010-11-01
doi-chaang-wild-civet-spat-coffee,Doi Chaang Wild Civet Spat Coffee,Doi Chaang Coffee,88,2010-11-01
sumatra-aceh-organic,Sumatra Aceh Organic,Fratello Coffee Roasters,88,2010-10-01
nicaragua-la-union-medium-roast,Nicaragua La Union Medium Roast,Reunion Island Coffee,91,2010-10-01
stars-of-italy-espresso,Stars of Italy Espresso,Cherry Smile Specialty Coffee,96,2010-10-01
costa-rica-helsar-ed-zercero-organic,Costa Rica Helsar ed Zercero Organic,Klatch Coffee,92,2010-10-01
classic-espresso-2,Classic Espresso,True Beans Coffee Roasters,91,2010-10-01
nicaragua-rio-coco,Nicaragua Rio Coco,True Beans Coffee Roasters,90,2010-10-01
true-espresso,True Espresso,True Beans Coffee Roasters,90,2010-10-01
true-blend,True Blend,True Beans Coffee Roasters,89,2010-10-01
espresso-12,Espresso,Cafe Excellence,92,2010-10-01
north-bird-espresso-fall-2010,North Bird Espresso Fall 2010,Bird Rock Coffee Roasters,91,2010-10-01
black-mamba-ethiopian-harrar,Black Mamba Ethiopian Harrar,Safari Cup,92,2010-10-01
kenya-aa-gathiga,Kenya AA Gathiga,Paradise Roasters,92,2010-10-01
concerto-psychedelico-trio,Concerto Psychedelico Trio,Simon Hsieh's Aroma Roast Coffees,91,2010-10-01
kenya-6,Kenya,Diedrich Coffee,90,2010-10-01
kobra-blend,Kobra Blend,Jim's Burger Cafe,89,2010-10-01
sumatran-reserve,Sumatran Reserve,Green Mountain Coffee,88,2010-10-01
java-3,Java,Diedrich Coffee,87,2010-10-01
our-blend-3,Our Blend,Green Mountain Coffee,87,2010-10-01
nicaragua-selva-negra-espresso,Nicaragua Selva Negra Espresso,San Rafael Coffee,93,2010-10-01
first-love,First Love,Roytawan,88,2010-10-01
guatemala-xeucalvitz,Guatemala Xeucalvitz,Coava Coffee Roasters,90,2010-10-01
guatemala-guayab-2,Guatemala Guaya’b,Thanksgiving Coffee,90,2010-10-01
guatemala-san-pedro-la-laguna,Guatemala San Pedro La Laguna,Kaldi's Coffee Roasting,91,2010-10-01
guatemala-el-bosque,Guatemala El Bosque,Barismo,91,2010-10-01
guatemala-el-socorro-y-anexos-palo-blanco,Guatemala El Socorro y Anexos Palo Blanco,Barefoot Coffee Roasters,91,2010-10-01
guatemala-finca-nueva-armenia,Guatemala Finca Nueva Armenia,Counter Culture Coffee,92,2010-10-01
guatemala-cafe,Guatemala Cafe,Café P11,92,2010-10-01
guatemala-puerta-verde-coe-2009-7,Guatemala Puerta Verde COE 2009 #7,Cafe Valverde Coffee Roasters,92,2010-10-01
organic-guatemala-3,Organic Guatemala,Conscious Coffee,93,2010-10-01
guatemala-genuine-antigua-covadonga,Guatemala Genuine Antigua Covadonga,Klatch Coffee,93,2010-10-01
guatemala-la-pila-palencia,Guatemala La Pila Palencia,Mr. Espresso,93,2010-10-01
guatemala-hunapu-antigua-bourbon,Guatemala Hunapu Antigua Bourbon,Temple Coffee and Tea,97,2010-10-01
guatemala-finca-el-socorro-maracaturra,Guatemala Finca El Socorro Maracaturra,PT's Coffee Roasting Co.,92,2010-10-01
kenya-fairview-estate,Kenya Fairview Estate,Cafe Grumpy,92,2010-10-01
ethiopian-sidamo-dara-shilicho-fair-trade-organic,Ethiopian Sidamo Dara Shilicho Fair Trade Organic,JBC Coffee Roasters,92,2010-10-01
panama-pasa-ancho-best-of-panama-2010,Panama Pasa Ancho Best of Panama 2010,Cafe Grumpy,91,2010-10-01
kenya-bourbon-french-mission,Kenya Bourbon French Mission,Cherry Smile,94,2010-09-01
nicaragua-la-lima-espresso,Nicaragua La Lima Espresso,Coava Coffee Roasters,93,2010-09-01
costa-rica-helsar-espresso,Costa Rica Helsar Espresso,Coava Coffee Roasters,92,2010-09-01
kenya-kieni-espresso,Kenya Kieni Espresso,Coava Coffee Roasters,91,2010-09-01
house-blend-14,House Blend,Café Excellence,87,2010-09-01
kenya-peaberry-kirinyaga-kii,Kenya Peaberry Kirinyaga Kii,JBC Coffee Roasters,94,2010-09-01
kenya-kagumo,Kenya Kagumo,Sweet Home Coffee,92,2010-09-01
el-salvador-san-isidro-special-reserve,El Salvador San Isidro Special Reserve,Green Mountain Coffee,90,2010-09-01
vermont-country-blend-4,Vermont Country Blend,Green Mountain Coffee,87,2010-09-01
colombia-k-cup-3,Colombia (K-Cup),Diedrich Coffee,87,2010-09-01
guatemala-xeucalvitz-espresso,Guatemala Xeucalvitz Espresso,Coava Coffee Roasters,93,2010-09-01
kenya-kiamabara,Kenya Kiamabara,Terroir Coffee,92,2010-09-01
el-salvador-santa-sofia-espresso,El Salvador Santa Sofia Espresso,Coava Coffee Roasters,92,2010-09-01
guatemala-el-vergel,Guatemala El Vergel,Terroir Coffee,92,2010-09-01
espresso-milan-san-remo,Espresso Milan San Remo,Alaska Coffee Roasting,88,2010-09-01
14th-street-espresso,14th Street Espresso,De La Paz Coffee,89,2010-09-01
bullet-espresso,Bullet Espresso,Reunion Island Coffee,89,2010-09-01
flying-monkey,Flying Monkey,PT's Coffee Roasting Co.,89,2010-09-01
godfather-espresso,Godfather Espresso,Fratello Coffee Roasters,91,2010-09-01
espresso-blend-10,Espresso Blend,Caffe Ladro,91,2010-09-01
ganesha-espresso-2,Ganesha Espresso,Tony's Coffees & Teas,92,2010-09-01
red-rooster-espresso,Red Rooster Espresso,Ithaca Coffee Company,92,2010-09-01
sweet-sussex,Sweet Sussex,The WestBean Coffee Roasters,92,2010-09-01
apollo,Apollo,Counter Culture Coffee,93,2010-09-01
panama-esmeralda-mario-carnival,Panama Esmeralda Mario Carnival,Paradise Roasters,94,2010-08-01
el-salvador-pacamara-finca-los-alpes-tierra-fertil,El Salvador Pacamara Finca Los Alpes Tierra Fertil,JBC Coffee Roasters,94,2010-08-01
honduras-cerro-gacho-2,Honduras Cerro Gacho,Coava Coffee Roasters,92,2010-08-01
costa-rica-helsar,Costa Rica Helsar,Coava Coffee Roasters,92,2010-08-01
honduras-el-limon,Honduras El Limon,Coava Coffee Roasters,91,2010-08-01
costa-rica-tres-rios-4,Costa Rica Tres Rios,Paradise Roasters,90,2010-08-01
nicaragua-la-lima,Nicaragua La Lima,Coava Coffee Roasters,90,2010-08-01
donut-house-coffee-travel-mug-k-cup,Donut House Coffee Travel Mug (K-Cup),Green Mountain Coffee,87,2010-08-01
panama-la-esmeralda-especial-mario-san-jose,Panama La Esmeralda Especial Mario San Jose,Bird Rock Coffee Roasters,94,2010-08-01
coastal-clear-blend,Coastal Clear Blend,Serda's Coffee,90,2010-08-01
guatemala-finca-santa-ana,Guatemala Finca Santa Ana,Bird Rock Coffee Roasters,90,2010-08-01
ethiopia-nekisse,Ethiopia Nekisse,Coffea Roasterie,96,2010-08-01
kenya-kieni,Kenya Kieni,Coava Coffee Roasters,93,2010-08-01
100-kona-coffee-medium-roast,100% Kona Coffee Medium Roast,Kona Cafe,89,2010-08-01
guatemala-guayab,Guatemala Guaya’b,Matt's Wood-Roasted Organic Coffee,93,2010-08-01
ethiopia-amaro-natural,Ethiopia Amaro Natural,Matt's Wood-Roasted Organic Coffee,93,2010-08-01
organic-ethiopia-amaro-gayo-natural-process,Organic Ethiopia Amaro Gayo Natural Process,JBC Coffee Roasters,91,2010-08-01
mocha-java-espresso,Mocha Java Espresso,Te Aro Roasted,95,2010-08-01
tanzania-ruvuma-2,Tanzania Ruvuma,The Roasterie,93,2010-08-01
guatemala-finca-puerta-verde,Guatemala Finca Puerta Verde,Cafe Grumpy,92,2010-08-01
colombia-monserrate-huila,Colombia Monserrate Huila,Temple Coffee and Tea,90,2010-08-01
ethiopia-sidamo-3,Ethiopia Sidamo,JBC Coffee Roasters,92,2010-08-01
el-salvador-santa-sofia-3,El Salvador Santa Sofia,Coava Coffee Roasters,90,2010-08-01
el-salvador-pacamara-finca-los-alpes-mundani,El Salvador Pacamara Finca Los Alpes Mundani,JBC Coffee Roasters,90,2010-07-01
165-espresso,165 Espresso,Barrington Coffee Roasting Co.,91,2010-07-01
gran-bar-oro-ese-pod,Gran Bar Oro (ESE Pod),Caffe Manaresi,88,2010-07-01
el-salvador-finca-las-nubes,El Salvador Finca Las Nubes,Cafe Grumpy,90,2010-07-01
kenya-kariaini-estate-microlot-896,Kenya Kariaini Estate Microlot 896,Cafe Grumpy,90,2010-07-01
ethiopia-sidamo-natural-special-prep,Ethiopia Sidamo Natural Special Prep.,Fratello Coffee Roasters,93,2010-07-01
nicaraguan-los-placeres-estate,Nicaraguan Los Placeres Estate,Fratello Coffee Roasters,90,2010-07-01
decaf-colombia-las-serranias,Decaf Colombia Las Serranias,Klatch Coffee,89,2010-07-01
arbor-day-blend-decaffeinated,Arbor Day Blend Decaffeinated,Arbor Day Specialty Coffee,87,2010-07-01
delizia-decaffeinated,Delizia Decaffeinated,Boyds Coffee,87,2010-07-01
organic-decaf,Organic Decaf,Pachamama Coffee Cooperative,88,2010-07-01
media-luna,Media Luna,Uncle Beanz,88,2010-07-01
decaf-organic-blend,Decaf Organic Blend,Temple Coffee and Tea,88,2010-07-01
decaf-colombia,Decaf Colombia,Equator Estate Coffees & Teas,89,2010-07-01
jackie-oh-organic-decaf,Jackie Oh Organic Decaf,DOMA Coffee Roasting Company,89,2010-07-01
decaf-redline,Decaf Redline,Metropolis Coffee,89,2010-07-01
decaf-south-america-blend,Decaf South America Blend,Cafe Valverde Coffee Roasters,90,2010-07-01
kenya-highland-cooperatives,Kenya Highland Cooperatives,Green Mountain Coffee,93,2010-07-01
guatemala-huehuetenango-8,Guatemala Huehuetenango,Paradise Roasters,91,2010-07-01
guatemala-chimaltenango,Guatemala Chimaltenango,Green Mountain Coffee,91,2010-07-01
summer-safari-blend-2,Summer Safari Blend,Green Mountain Coffee,90,2010-07-01
rock-the-house-blend-fto,Rock The House Blend FTO,JBC Coffee Roasters,90,2010-06-01
brazil-chapadao-de-ferro-espresso,Brazil Chapadao de Ferro Espresso,Social Coffee & Tea Company,93,2010-06-01
kenya-wamuguma,Kenya Wamuguma,Social Coffee & Tea Company,93,2010-06-01
el-salvador-finca-alaska-2,El Salvador Finca Alaska,Social Coffee & Tea Company,93,2010-06-01
guatemala-pacamara,Guatemala Pacamara,Social Coffee & Tea Company,90,2010-06-01
kenya-kiangombe,Kenya Kiangombe,Paradise Roasters,92,2010-06-01
guatemala-huehuetenango-7,Guatemala Huehuetenango,Cup to Cup Coffee Roasters,89,2010-06-01
ethiopian-sidamo-fair-tradeorganic,Ethiopian Sidamo Fair Trade/Organic,JBC Coffee Roasters,95,2010-06-01
sumatra-aceh-pondok,Sumatra Aceh Pondok,JBC Coffee Roasters,94,2010-06-01
guatemala-quiche-chajulense-fto,Guatemala Quiche Chajulense FTO,JBC Coffee Roasters,93,2010-06-01
guatemala-alotenango-la-candelaria,Guatemala Alotenango La Candelaria,JBC Coffee Roasters,90,2010-06-01
espresso-monkey-decaf,Espresso Monkey Decaf,Just Coffee,86,2010-06-01
peru-cafe-femenino,Peru Cafe Femenino,The Fire Roasted Coffee,88,2010-06-01
natural-peru-la-florida,Natural Peru La Florida,Durango Coffee,88,2010-06-01
organic-peru,Organic Peru,Conscious Coffee,89,2010-06-01
organic-bolivia-pedro-de-montana,Organic Bolivia Pedro de Montana,49th Parallel Coffee Roasters,90,2010-06-01
bolivia-cafe-alan-coe,Bolivia Cafe Alan COE,49th Parallel Coffee Roasters,90,2010-06-01
ecuador-jose-mayo-loja,Ecuador Jose Mayo Loja,Bird Rock Coffee Roasters,90,2010-06-01
bolivia-telmo-cahuana-peaberry,Bolivia Telmo Cahuana Peaberry,Cafe Valverde,91,2010-06-01
peru-san-ignacio,Peru San Ignacio,The Fresh Market,91,2010-06-01
bolivian-cafe-central-coe,Bolivian Cafe Central COE,Fratello Coffee Roasters,91,2010-06-01
bolivia-agrotakesi-peaberry,Bolivia Agrotakesi Peaberry,Fratello Coffee Roasters,92,2010-06-01
ecuador-perla-negra,Ecuador Perla Negra,Equator Estate Coffees & Teas,92,2010-06-01
bolivia-mauricio-diez-medina-peaberry,Bolivia Mauricio Diez Medina Peaberry,Olympia Coffee Roasting,93,2010-06-01
cerise,Cerise,Terroir Coffee,92,2010-06-01
papua-new-guinea-peaberry-kimel-plantation,Papua New Guinea Peaberry Kimel Plantation,Lexington Coffee Roasters,90,2010-05-01
western-liberation-house-blend-ii,Western Liberation House Blend II,Social Coffee & Tea Company,90,2010-05-01
western-decadence-house-blend,Western Decadence House Blend,Social Coffee & Tea Company,90,2010-05-01
peoples-liberation-espresso-ii,People’s Liberation Espresso II,Social Coffee & Tea Company,92,2010-05-01
peoples-daily-espresso,People’s Daily Espresso,Social Coffee & Tea Company,94,2010-05-01
colombia-los-naranjos-san-agustin,Colombia Los Naranjos San Agustin,PT's Coffee Roasting Co.,91,2010-05-01
burundi-mwurire-2,Burundi Mwurire,PT's Coffee Roasting Co.,93,2010-05-01
sulawesi-toraja-5,Sulawesi Toraja,Paradise Roasters,92,2010-05-01
newmans-own-organics-colombian-especial,Newman’s Own Organics Colombian Especial,Green Mountain Coffee,91,2010-05-01
s-o-espresso-brazil-ouro-preto,S.O. Espresso Brazil Ouro Preto,Paradise Roasters,91,2010-05-01
papua-new-guinea-kimel-estate-2,Papua New Guinea Kimel Estate,The Roasterie,88,2010-05-01
zambia,Zambia,The Roasterie,92,2010-05-01
ethiopian-nekisse-micro-selection-one,Ethiopian Nekisse Micro Selection One,Barrington Coffee Roasting Co.,93,2010-05-01
100-pure-mexican,100% Pure Mexican,Finca Las Nieves,91,2010-05-01
guatemalan-montecristo,Guatemalan Montecristo,Fratello Coffee Roasters,89,2010-05-01
costa-rican-tarrazu-6,Costa Rican Tarrazu,Fratello Coffee Roasters,90,2010-05-01
tanzanian-songea-peaberry,Tanzanian Songea Peaberry,Fratello Coffee Roasters,94,2010-05-01
burundi-mwurire,Burundi Mwurire,"Conservatory for Coffee, Tea and Cocoa",87,2010-05-01
nicaragua-las-hermanas-fair-trade-organic,Nicaragua Las Hermanas Fair-Trade Organic,Cafe Moto,88,2010-05-01
bali-kinamani-subak-abians-organic,Bali Kinamani Subak Abians Organic,Portola Handcrafted Coffee Roasters,88,2010-05-01
zambia-nunama-ndola,Zambia Nunama Ndola,City Bean Coffee,89,2010-05-01
chuck-roast-guatemala-shb,Chuck Roast Guatemala SHB,Jones Coffee,90,2010-05-01
organic-colombia-rainforest-alliance-certified,Organic Colombia Rainforest Alliance Certified,Supreme Bean Coffee Roasters,91,2010-05-01
sulawesi-pulupulu-toraja,Sulawesi Pulupulu Toraja,Kean Coffee,91,2010-05-01
organic-ethiopian-yirgacheffe-3,Organic Ethiopian Yirgacheffe,Lamill Coffee,92,2010-05-01
costa-rica-la-minita-tarrazu-2,Costa Rica La Minita Tarrazu,The Coffee Bean & Tea Leaf,92,2010-05-01
yemen-haraaz-supreme,Yemen Haraaz Supreme,Bird Rock Coffee Roasters,92,2010-05-01
ethiopian-sidamo-ardi,Ethiopian Sidamo Ardi,Klatch Coffee,93,2010-05-01
burundi-kiryama-kayanza,Burundi Kiryama Kayanza,Kean Coffee,93,2010-05-01
mocha-java-blend-6,Mocha Java Blend,The Coffee Bean & Tea Leaf,93,2010-05-01
la-esperanza-colombia-huila,La Esperanza Colombia Huila,Terroir Coffee,95,2010-04-01
carmen-blend,Carmen Blend,Carmen Cafe,90,2010-04-01
rainforest-espresso-k-cup,Rainforest Espresso (K-Cup),Timothy's World Coffee,85,2010-04-01
midnight-magic-k-cup,Midnight Magic (K-Cup),Timothy's World Coffee,86,2010-04-01
italian-blend-k-cup-2,Italian Blend (K-Cup),Timothy's World Coffee,85,2010-04-01
private-blend-k-cup,Private Blend (K-Cup),Timothy's World Coffee,87,2010-04-01
mocha-java-k-cup,Mocha Java (K-Cup),Timothy's World Coffee,89,2010-04-01
s-o-espresso-india-cxr-2,S.O. Espresso India CxR,Paradise Roasters,91,2010-04-01
ethiopia-sidamo-natural-single-origin-espresso,Ethiopia Sidamo Natural Single Origin Espresso,Social Coffee & Tea Company,93,2010-04-01
ethiopia-yirga-cheffe-koke-espresso,Ethiopia Yirga Cheffe Koke Espresso,Coava Coffee Roasters,94,2010-04-01
colombia-monserrate-espresso,Colombia Monserrate Espresso,Coava Coffee Roasters,90,2010-04-01
brasil-fazenda-chapadao-de-ferro-espresso,Brasil Fazenda Chapadao de Ferro Espresso,Coava Coffee Roasters,90,2010-04-01
ethiopia-yirga-cheffe-koke,Ethiopia Yirga Cheffe Koke,Coava Coffee Roasters,90,2010-04-01
colombia-monserrate,Colombia Monserrate,Coava Coffee Roasters,90,2010-04-01
roses-espresso,Roses Espresso,Roses Coffee Corner,90,2010-04-01
brasil-fazenda-chapadao-de-ferro,Brasil Fazenda Chapadao de Ferro,Coava Coffee Roasters,90,2010-04-01
el-salvador-finca-alaska,El Salvador Finca Alaska,Te Aro Roasted,92,2010-04-01
ethiopia-sidama-ardi-2,Ethiopia Sidama ARDI,Coava Coffee Roasters,95,2010-04-01
sumatra-mandheling-20,Sumatra Mandheling,Batdorf & Bronson Coffee Roasters,86,2010-04-01
sumatra-mandheling-permata-gayo,Sumatra Mandheling Permata Gayo,Mud Bay Coffee,87,2010-04-01
sumatra-mandheling-19,Sumatra Mandheling,Parisi Artisan Coffee,88,2010-04-01
dark-sumatra-organic,Dark Sumatra Organic,Portland Roasting,88,2010-04-01
sumatra-lingtong-wahana-estate-semi-washed,Sumatra Lingtong Wahana Estate Semi-Washed,Caffe Pronto Coffee Roastery,89,2010-04-01
sumatra-sidikalang,Sumatra Sidikalang,Java Blend Coffee Roasters,89,2010-04-01
sumatra-koro,Sumatra Koro,Reunion Island Coffee,89,2010-04-01
sumatra-tabu-jamu,Sumatra Tabu Jamu,Temple Coffee and Tea,89,2010-04-01
sumatra-bodhi-peaberry-grade-a-mandheling,Sumatra Bodhi Peaberry Grade A Mandheling,Klatch Coffee,91,2010-04-01
